Filename,Blue %,Green %,Red %,Gray Brightness,Intensity
monarca0.jpg,22.408204411885755,33.491960762036854,44.09983482607739,41.45232396343955,26.23988715277778
monarca1.jpg,28.210527057098506,31.58949733675729,40.199975606144214,48.33867506638072,40.37188680810866
monarca10.jpg,5.25647142750383,37.38946587059565,57.354062701900524,36.80559002246732,4.873339205473857
monarca100.jpg,15.490052463786979,35.23278195547648,49.277165580736536,18.959753178615195,7.897223817912582
monarca101.jpg,18.01220076865471,32.09516122581393,49.89263800553135,23.82075705933415,11.979573886846406
monarca102.jpg,24.184619611291115,39.4497707951299,36.36560959357899,26.668885314542486,17.53370481004902
monarca103.jpg,17.18885387954193,40.47430938210742,42.33683673835065,35.10878108404821,15.726844937193627
monarca104.jpg,30.025939364270123,33.61354408908569,36.36051654664419,40.54269237642974,35.78009791156045
monarca11.jpg,28.446192884816018,33.57314822154218,37.9806588936418,30.302007697610296,25.126678666258172
monarca12.jpg,23.476022855805432,40.35033702351488,36.173640120679686,39.75729549632353,25.106696155024512
monarca13.jpg,44.28702279618211,33.586551631841246,22.126425571976647,43.62801202512256,61.593290122038404
monarca14.jpg,28.528821880367083,33.07691547441925,38.39426264521367,68.46623902165032,57.198430798100496
monarca15.jpg,16.046200479095894,37.431570534111124,46.52222898679298,52.67845945669935,22.40980934691585
monarca16.jpg,27.045655868777548,35.28484671018096,37.6694974210415,63.07961409824347,48.65382933772468
monarca17.jpg,20.516277129286493,32.63407545797634,46.84964741273717,30.335548151552285,17.529709839665035
monarca18.jpg,20.472387895137114,38.44982582520118,41.0777862796617,39.78083958843955,21.90181940614788
monarca19.jpg,24.263239401839616,35.63324123789805,40.10351936026233,39.80411560457516,27.071669794219773
monarca2.jpg,20.80341187444353,37.571685051988915,41.62490307356755,40.4329691967933,22.814521420547386
monarca20.jpg,30.13134441179276,32.7138337218684,37.154821866338835,73.16861532373366,65.32905815972222
monarca21.jpg,21.81837481747787,36.368282057487455,41.81334312503468,41.81540287990196,25.106516161151966
